"transactionid","date","transType","meterReading","prevReading","usage","contypeid","discountcode","bill","month","year","payment","processedBy","or_number","acctID_id","penaltyCode_id"
"25741","2023-02-14","Billing","12190","12147","43","C001",\N,"94","1","2023","0","liza1973","","0000000540-01",\N
"25742","2023-02-14","Billing","2188","0","2188","C001",\N,"6529","1","2023","0","liza1973","","0000000542-01",\N
"25743","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000696-01",\N
"25744","2023-02-14","Billing","0","0","2188","C001",\N,"6529","12","2022","0","liza1973","","0000000696-01",\N
"25745","2023-02-14","Billing","2188","0","2188","C001",\N,"6529","12","2022","0","liza1973","","0000000542-01",\N
"25746","2023-02-14","Billing","6565","6523","42","C001",\N,"91","1","2023","0","liza1973","","0000000546-01",\N
"25747","2023-02-14","Billing","32198","32156","42","C001",\N,"91","1","2023","0","liza1973","","0000000547-01",\N
"25748","2023-02-14","Billing","4576","4497","79","C001",\N,"202","1","2023","0","liza1973","","0000000417-01",\N
"25749","2023-02-14","Billing","2149","2092","57","C001",\N,"136","1","2023","0","liza1973","","0000000549-01",\N
"25750","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000699-01",\N
"25751","2023-02-14","Billing","2589","2574","15","C001",\N,"25","1","2023","0","liza1973","","0000000551-01",\N
"25752","2023-02-14","Billing","5939","5927","12","C001",\N,"25","1","2023","0","liza1973","","0000000552-01",\N
"25753","2023-02-14","Billing","1886","1708","178","C001",\N,"499","1","2023","0","liza1973","","0000001024-01",\N
"25754","2023-02-14","Billing","22507","22214","293","C001",\N,"844","1","2023","0","liza1973","","0000000532-01",\N
"25755","2023-02-14","Billing","64282","0","64282","C001",\N,"192811","1","2023","0","liza1973","","0000000564-01",\N
"25756","2023-02-14","Billing","64175","0","64175","C001",\N,"192490","12","2022","0","liza1973","","0000000564-01",\N
"25757","2023-02-14","Billing","6475","6464","11","C001",\N,"25","1","2023","0","liza1973","","0000000569-01",\N
"25758","2023-02-14","Billing","7478","7424","54","C001",\N,"127","1","2023","0","liza1973","","0000001155-01",\N
"25759","2023-02-14","Billing","2715","2662","53","C001",\N,"124","1","2023","0","liza1973","","0000001156-01",\N
"25760","2023-02-14","Billing","3582","3553","29","C001",\N,"52","1","2023","0","liza1973","","0000001272-01",\N
"25761","2023-02-14","Billing","4576","4566","10","C001",\N,"25","1","2023","0","liza1973","","0000001317-01",\N
"25762","2023-02-14","Billing","3322","3322","3322","C001",\N,"9931","1","2023","0","liza1973","","0000001323-01",\N
"25763","2023-02-14","Billing","3322","0","3322","C001",\N,"9931","12","2022","0","liza1973","","0000001323-01",\N
"25764","2023-02-14","Billing","1882","0","1882","C001",\N,"5611","1","2023","0","liza1973","","0000001324-01",\N
"25765","2023-02-14","Billing","1879","0","1879","C001",\N,"5602","12","2022","0","liza1973","","0000001324-01",\N
"25766","2023-02-14","Billing","7422","7384","38","C001",\N,"79","1","2023","0","liza1973","","0000001341-01",\N
"25767","2023-02-14","Billing","2456","0","2456","C001",\N,"7333","1","2023","0","liza1973","","0000001397-01",\N
"25768","2023-02-14","Billing","2456","0","2456","C001",\N,"7333","12","2022","0","liza1973","","0000001397-01",\N
"25769","2023-02-14","Billing","1057","1051","6","C001",\N,"25","1","2023","0","liza1973","","0000001536-01",\N
"25770","2023-02-14","Billing","2358","2230","2358","C001",\N,"7039","1","2023","0","liza1973","","0000001641-01",\N
"25771","2023-02-14","Billing","510","506","4","C001",\N,"25","1","2023","0","liza1973","","0000001577-01",\N
"25772","2023-02-14","Billing","1454","1429","25","C001",\N,"40","1","2023","0","liza1973","","0000001578-01",\N
"25773","2023-02-14","Billing","1471","1451","20","C001",\N,"25","1","2023","0","liza1973","","0000001583-01",\N
"25774","2023-02-14","Billing","1111","0","1111","C001",\N,"3298","1","2023","0","liza1973","","0000001668-01",\N
"25775","2023-02-14","Billing","1087","0","1087","C001",\N,"3226","12","2022","0","liza1973","","0000001668-01",\N
"25776","2023-02-14","Billing","1551","1523","28","C001",\N,"49","1","2023","0","liza1973","","0000001725-01",\N
"25777","2023-02-14","Billing","2495","2462","33","C001",\N,"64","1","2023","0","liza1973","","0000000013-01",\N
"25778","2023-02-14","Billing","2379","2368","11","C001",\N,"25","1","2023","0","liza1973","","0000000217-01",\N
"25779","2023-02-14","Billing","474","455","19","C001",\N,"25","1","2023","0","liza1973","","0000001797-01",\N
"25780","2023-02-14","Billing","1796","1747","49","C001",\N,"112","1","2023","0","liza1973","","0000001799-01",\N
"25781","2023-02-14","Billing","67","64","3","C001",\N,"25","1","2023","0","liza1973","","0000001923-01",\N
"25782","2023-02-14","Billing","1166","1104","62","C001",\N,"151","1","2023","0","liza1973","","0000001925-01",\N
"25783","2023-02-14","Billing","1157","1116","41","C001",\N,"88","1","2023","0","liza1973","","0000001926-01",\N
"25784","2023-02-14","Billing","3173","3118","55","C001",\N,"130","1","2023","0","liza1973","","0000001927-01",\N
"25785","2023-02-14","Billing","1545","1508","37","C001",\N,"76","1","2023","0","liza1973","","0000001928-01",\N
"25786","2023-02-14","Billing","481","449","32","C001",\N,"61","1","2023","0","liza1973","","0000001940-01",\N
"25787","2023-02-14","Billing","2555","2513","42","C001",\N,"91","1","2023","0","liza1973","","0000000436-01",\N
"25788","2023-02-14","Billing","3929","0","3929","C001",\N,"11752","1","2023","0","ryanbohol","","0000001636-01",\N
"25789","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","ryanbohol","","0000001710-01",\N
"25790","2023-02-14","Billing","250","0","250","C001",\N,"715","1","2023","0","liza1973","","0000001970-01",\N
"25791","2023-02-14","Billing","248","0","248","C001",\N,"709","12","2022","0","liza1973","","0000001970-01",\N
"25792","2023-02-14","Billing","310","304","6","C001",\N,"25","1","2023","0","liza1973","","0000001995-01",\N
"25793","2023-02-14","Billing","137","0","137","C001",\N,"376","1","2023","0","liza1973","","0000002034-01",\N
"25795","2023-02-14","Billing","106","0","106","C001",\N,"283","12","2022","0","liza1973","","0000002034-01",\N
"25796","2023-02-14","Billing","732","702","30","C001",\N,"55","1","2023","0","liza1973","","0000002020-01",\N
"25797","2023-02-14","Billing","126","0","126","C001",\N,"343","1","2023","0","liza1973","","0000002060-01",\N
"25798","2023-02-14","Billing","112","0","112","C001",\N,"301","12","2022","0","liza1973","","0000002060-01",\N
"25799","2023-02-14","Billing","259","0","259","C001",\N,"742","1","2023","0","liza1973","","0000002100-01",\N
"25800","2023-02-14","Billing","153","0","153","C001",\N,"424","12","2022","0","liza1973","","0000002100-01",\N
"25801","2023-02-14","Billing","28","0","28","C001",\N,"49","1","2023","0","liza1973","","0000002097-01",\N
"25802","2023-02-14","Billing","19","0","19","C001",\N,"25","12","2022","0","liza1973","","0000002097-01",\N
"25803","2023-02-14","Billing","2276","2265","11","C001",\N,"25","1","2023","0","liza1973","","0000001063-01",\N
"25804","2023-02-14","Billing","1323","0","1323","C001",\N,"3934","1","2023","0","liza1973","","0000001048-01",\N
"25805","2023-02-14","Billing","1304","0","1304","C001",\N,"3877","12","2022","0","liza1973","","0000001048-01",\N
"25806","2023-02-14","Billing","601","583","18","C001",\N,"25","1","2023","0","liza1973","","0000001021-01",\N
"25807","2023-02-14","Billing","9060","8951","109","C001",\N,"292","1","2023","0","liza1973","","0000000611-01",\N
"25808","2023-02-14","Billing","0","2338","-2338","C001",\N,"25","1","2023","0","liza1973","","0000001648-01",\N
"25809","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001646-01",\N
"25810","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001647-01",\N
"25811","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001640-01",\N
"25812","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001643-01",\N
"25813","2023-02-14","Billing","0","3086","-3086","C001",\N,"25","1","2023","0","liza1973","","0000001649-01",\N
"25814","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001642-01",\N
"25815","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001644-01",\N
"25816","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001657-01",\N
"25817","2023-02-14","Billing","3293","0","3293","C001",\N,"9844","12","2022","0","liza1973","","0000001134-01",\N
"25818","2023-02-14","Billing","1218","1211","7","C001",\N,"25","1","2023","0","liza1973","","0000000620-01",\N
"25819","2023-02-14","Billing","0","543","-543","C001",\N,"25","1","2023","0","liza1973","","0000001726-01",\N
"25820","2023-02-14","Billing","0","524","-524","C001",\N,"25","1","2023","0","liza1973","","0000001720-01",\N
"25821","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001723-01",\N
"25822","2023-02-14","Billing","10741","0","10741","C001",\N,"32188","1","2023","0","liza1973","","0000000619-01",\N
"25823","2023-02-14","Billing","10471","0","10471","C001",\N,"31378","12","2022","0","liza1973","","0000000619-01",\N
"25824","2023-02-14","Billing","109","0","109","C001",\N,"292","1","2023","0","liza1973","","0000001373-01",\N
"25825","2023-02-14","Billing","99","0","99","C001",\N,"262","12","2022","0","liza1973","","0000001373-01",\N
"25826","2023-02-14","Billing","2996","0","2996","C001",\N,"8953","1","2023","0","liza1973","","0000000615-01",\N
"25827","2023-02-14","Billing","0","1037","-1037","C001",\N,"25","1","2023","0","liza1973","","0000001673-01",\N
"25828","2023-02-14","Billing","0","652","-652","C001",\N,"25","1","2023","0","liza1973","","0000001675-01",\N
"25829","2023-02-14","Billing","0","1689","-1689","C001",\N,"25","1","2023","0","liza1973","","0000001674-01",\N
"25830","2023-02-14","Billing","0","891","-891","C001",\N,"25","1","2023","0","liza1973","","0000001679-01",\N
"25831","2023-02-14","Billing","0","865","0","C001",\N,"25","1","2023","0","liza1973","","0000001678-01",\N
"25832","2023-02-14","Billing","0","827","0","C001",\N,"25","1","2023","0","liza1973","","0000001677-01",\N
"25833","2023-02-14","Billing","2996","0","2996","C001",\N,"8953","12","2022","0","liza1973","","0000000615-01",\N
"25834","2023-02-14","Billing","1033","0","1033","C001",\N,"3064","12","2022","0","liza1973","","0000000961-01",\N
"25835","2023-02-14","Billing","4805","4776","29","C001",\N,"52","1","2023","0","liza1973","","0000000623-01",\N
"25836","2023-02-14","Billing","833","807","26","C001",\N,"43","1","2023","0","liza1973","","0000000625-01",\N
"25837","2023-02-14","Billing","5657","5657","5659","C002",\N,"22586","1","2023","0","liza1973","","0000000653-01",\N
"25838","2023-02-14","Billing","5657","0","5657","C002",\N,"22578","12","2022","0","liza1973","","0000000653-01",\N
"25839","2023-02-14","Billing","3017","0","3017","C001",\N,"9016","1","2023","0","liza1973","","0000000626-01",\N
"25840","2023-02-14","Billing","3017","0","3017","C001",\N,"9016","12","2022","0","liza1973","","0000000626-01",\N
"25841","2023-02-14","Billing","14","0","14","C001",\N,"25","1","2023","0","liza1973","","0000000660-01",\N
"25842","2023-02-14","Billing","14","0","14","C001",\N,"25","12","2022","0","liza1973","","0000000660-01",\N
"25843","2023-02-14","Billing","5493","0","5493","C001",\N,"16444","1","2023","0","liza1973","","0000000646-01",\N
"25844","2023-02-14","Billing","5396","0","5396","C001",\N,"16153","12","2022","0","liza1973","","0000000646-01",\N
"25845","2023-02-14","Billing","4858","0","4858","C001",\N,"14539","1","2023","0","liza1973","","0000000627-01",\N
"25846","2023-02-14","Billing","4858","0","4858","C001",\N,"14539","12","2022","0","liza1973","","0000000627-01",\N
"25847","2023-02-14","Billing","5741","5722","19","C001",\N,"25","1","2023","0","liza1973","","0000000629-01",\N
"25848","2023-02-14","Billing","0","40356","-40356","C001",\N,"25","1","2023","0","liza1973","","0000001825-01",\N
"25849","2023-02-14","Billing","0","495","-495","C002",\N,"30","1","2023","0","liza1973","","0000001827-01",\N
"25850","2023-02-14","Billing","5127","0","5127","C001",\N,"15346","1","2023","0","liza1973","","0000000649-01",\N
"25851","2023-02-14","Billing","5107","0","5107","C001",\N,"15286","12","2022","0","liza1973","","0000000649-01",\N
"25852","2023-02-14","Billing","4768","0","4768","C001",\N,"14269","1","2023","0","liza1973","","0000000673-01",\N
"25853","2023-02-14","Billing","4768","0","4768","C001",\N,"14269","12","2022","0","liza1973","","0000000673-01",\N
"25854","2023-02-14","Billing","4823","0","4823","C001",\N,"14434","1","2023","0","liza1973","","0000000666-01",\N
"25855","2023-02-14","Billing","4822","0","4822","C001",\N,"14431","12","2022","0","liza1973","","0000000666-01",\N
"25856","2023-02-14","Billing","7774","7727","47","C001",\N,"106","1","2023","0","liza1973","","0000000651-01",\N
"25857","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001937-01",\N
"25858","2023-02-14","Billing","0","2536","-2536","C001",\N,"25","1","2023","0","liza1973","","0000000193-01",\N
"25859","2023-02-14","Billing","0","1035","-1035","C001",\N,"25","1","2023","0","liza1973","","0000001938-01",\N
"25860","2023-02-14","Billing","407","403","4","C001",\N,"25","1","2023","0","liza1973","","0000000661-01",\N
"25861","2023-02-14","Billing","299","277","22","C001",\N,"31","1","2023","0","liza1973","","0000000662-01",\N
"25862","2023-02-14","Billing","2000","0","2000","C001",\N,"5965","1","2023","0","liza1973","","0000000663-01",\N
"25863","2023-02-14","Billing","2000","0","2000","C001",\N,"5965","12","2022","0","liza1973","","0000000663-01",\N
"25864","2023-02-14","Billing","3385","0","3385","C001",\N,"10120","1","2023","0","liza1973","","0000000642-01",\N
"25865","2023-02-14","Billing","3385","0","3385","C001",\N,"10120","12","2022","0","liza1973","","0000000642-01",\N
"25866","2023-02-14","Billing","973","938","35","C001",\N,"70","1","2023","0","liza1973","","0000001022-01",\N
"25867","2023-02-14","Billing","5733","5482","251","C001",\N,"718","1","2023","0","liza1973","","0000000664-01",\N
"25868","2023-02-14","Billing","3650","3630","20","C001",\N,"25","1","2023","0","liza1973","","0000000630-01",\N
"25869","2023-02-14","Billing","1244","1216","28","C001",\N,"49","1","2023","0","liza1973","","0000000969-01",\N
"25870","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000002077-01",\N
"25871","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000002075-01",\N
"25872","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000002074-01",\N
"25873","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000002076-01",\N
"25874","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000002078-01",\N
"25875","2023-02-14","Billing","4070","4038","32","C001",\N,"61","1","2023","0","liza1973","","0000000638-01",\N
"25876","2023-02-14","Billing","2777","2744","33","C001",\N,"64","1","2023","0","liza1973","","0000000640-01",\N
"25877","2023-02-14","Billing","1822","1808","14","C001",\N,"25","1","2023","0","liza1973","","0000000667-01",\N
"25878","2023-02-14","Billing","1478","1448","30","C001",\N,"55","1","2023","0","liza1973","","0000000644-01",\N
"25879","2023-02-14","Billing","0","1421","-1421","C001",\N,"25","1","2023","0","liza1973","","0000001909-01",\N
"25880","2023-02-14","Billing","0","519","-519","C001",\N,"25","1","2023","0","liza1973","","0000001908-01",\N
"25881","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001906-01",\N
"25882","2023-02-14","Billing","746","696","50","C001",\N,"115","1","2023","0","liza1973","","0000000669-01",\N
"25883","2023-02-14","Billing","948","931","17","C001",\N,"25","1","2023","0","liza1973","","0000000670-01",\N
"25884","2023-02-14","Billing","8823","8742","81","C001",\N,"208","1","2023","0","liza1973","","0000000671-01",\N
"25885","2023-02-14","Billing","12801","0","12801","C001",\N,"38368","1","2023","0","liza1973","","0000000672-01",\N
"25886","2023-02-14","Billing","12800","0","12800","C001",\N,"38365","12","2022","0","liza1973","","0000000672-01",\N
"25887","2023-02-14","Billing","6873","6794","79","C001",\N,"202","1","2023","0","liza1973","","0000000674-01",\N
"25888","2023-02-14","Billing","10214","10163","51","C001",\N,"118","1","2023","0","liza1973","","0000000676-01",\N
